domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
jm.usembassy.gov,142897,250069,120782,1.749994751,156.9401877,137793
photojournal.jpl.nasa.gov,142897,442299,51035,3.095229431,138.4878409,142897
abmc.gov,139494,168414,134391,1.207320745,8.79270793,139494
dni.gov,139494,302805,105471,2.170738526,227.2812021,139494
halekoa.com,139494,355541,95264,2.548790629,183.0005735,139494
goes.noaa.gov,137793,168414,62943,1.222224641,19.259302,137793
id.usembassy.gov,137793,270483,85058,1.962966188,93.83970158,141196
np.usembassy.gov,137793,200736,93563,1.456793886,62.32111936,130989
nutrition.gov,137793,205839,119081,1.493827698,53.28406378,137793
bjs.ojp.gov,136092,251770,103770,1.84999853,146.9751418,136092
catalog.data.gov,136092,251770,122483,1.84999853,69.25006613,137793
data.gov,136092,175219,117379,1.287504041,24.92502131,134391
evus.gov,136092,234759,110575,1.725002204,142.4251389,136092
ntp.niehs.nih.gov,134391,81655,124184,0.60759277,18.82278575,30621
svs.gsfc.nasa.gov,134391,238161,107173,1.772149921,58.82277831,139494
voyager.jpl.nasa.gov,134391,357242,124184,2.658228602,85.41770654,66345
amberalert.ojp.gov,132690,222851,117379,1.67948602,35.30764941,132690
jwst.nasa.gov,132690,226253,124184,1.705124727,74.08964504,139494
mcc.gov,132690,175219,127586,1.32051398,14.47433868,132690
grants.nih.gov,130989,214345,90161,1.636358778,179.8177404,119081
nwis.waterdata.usgs.gov,130989,461012,49333,3.519471101,200.9475605,129288
blogs.cdc.gov,129288,217747,154805,1.684201163,45.85509869,154805
cfpub.epa.gov,129288,250069,168414,1.934201163,111.6706423,139494
esd.whs.mil,129288,280690,100368,2.17104449,180.6177603,127586
nationalmuseum.af.mil,129288,292598,85058,2.263148939,117.3022013,129288
ope.ed.gov,129288,161609,85058,1.249992265,80.90760163,127586
acl.gov,127586,212644,117379,1.666671892,92.80027589,127586
au.usembassy.gov,127586,313012,79954,2.453341276,280.7874924,120782
hr.usembassy.gov,127586,187127,122483,1.466673459,59.20017087,125885
patentcenter.uspto.gov,127586,204138,66345,1.600003135,238.2806969,132690
vehiclehistory.bja.ojp.gov,127586,263679,98667,2.066676595,79.41356418,130989
postalpro.usps.com,125885,353840,91862,2.810819399,191.1895301,108874
pt.usembassy.gov,125885,187127,98667,1.486491639,218.5949795,120782
store.samhsa.gov,125885,347035,113977,2.756762124,158.4056877,122483
usar.army.mil,125885,221150,113977,1.756762124,76.85149144,127586
vote.gov,125885,175219,110575,1.391897367,37.89195694,125885
airuniversity.af.edu,124184,244966,110575,1.972605167,153.2329688,124184
ehp.niehs.nih.gov,124184,188828,107173,1.520550151,75.84936063,122483
findit.state.gov,124184,175219,98667,1.410962765,96.15074406,100368
floodsmart.gov,124184,256874,108874,2.068495136,71.42470044,124184
jo.usembassy.gov,124184,243265,95264,1.95890775,135.7124106,122483
publichealth.va.gov,124184,197334,108874,1.589045288,81.89046093,115678
trumanlibrary.gov,124184,243265,110575,1.95890775,99.00005637,124184
urs.earthdata.nasa.gov,124184,525656,78253,4.232880242,187.6987374,100368
complaint.ic3.gov,122483,214345,100368,1.749997959,252.9859491,117379
egrants.cns.gov,122483,566484,20414,4.625001021,210.9581983,122483
coast.noaa.gov,120782,224552,102069,1.859151198,189.4362571,119081
edgarcompany.sec.gov,120782,1684140,11908,13.94363399,2885.09306,115678
usace.army.mil,120782,168414,98667,1.394363399,126.8166614,100368
gr.usembassy.gov,119081,207541,93563,1.742855703,139.6281187,129288
minorityhealth.hhs.gov,119081,270483,73150,2.271420294,168.8423174,120782
search.justice.gov,119081,171816,76552,1.442849825,53.89982449,98667
ecos.fws.gov,117379,578392,59540,4.927559444,269.9575904,119081
fpds.gov,117379,399771,57839,3.405813646,170.8992239,117379
ma.usembassy.gov,117379,214345,95264,1.826093253,127.0584772,108874
nibib.nih.gov,117379,146299,103770,1.24638138,36.10159398,113977
pubag.nal.usda.gov,117379,148000,117379,1.260872899,62.34806908,115678
ttb.gov,117379,306207,81655,2.608703431,178.1456308,117379
usdasearch.usda.gov,117379,178621,91862,1.521745798,101.043875,108874
al.usembassy.gov,115678,345334,73150,2.985304034,240.7065302,115678
armyupress.army.mil,115678,139494,91862,1.205881844,85.36787462,115678
nihrecord.nih.gov,115678,149701,115678,1.294118156,9.779439479,113977
nssl.noaa.gov,115678,127586,98667,1.102940922,43.11776656,113977
occ.treas.gov,115678,199035,100368,1.7205951,91.30907346,113977
osac.gov,115678,195632,90161,1.691177233,50.38249278,115678
starchild.gsfc.nasa.gov,115678,148000,110575,1.279413544,100.5737997,113977
occ.gov,113977,163311,85058,1.432841714,45.77618291,113977
apps.bea.gov,112276,449104,68046,4,204.6515373,124184
fsd.gov,112276,170115,96966,1.515150166,81.10606897,112276
innovation.cms.gov,112276,292598,79954,2.606060066,213.318198,110575
nationalguard.mil,112276,200736,96966,1.787879867,55.34848944,112276
pa.usembassy.gov,112276,195632,66345,1.742420464,108.5151591,107173
usahire.opm.gov,112276,2994027,51035,26.66666964,1672.469842,112276
gibill.custhelp.va.gov,110575,369150,78253,3.33845806,240.3843093,117379
ni.usembassy.gov,110575,234759,86759,2.123074836,155.4305675,113977
nigms.nih.gov,110575,173517,105471,1.569224508,172.1843907,107173
pbgc.gov,110575,248368,85058,2.246149672,110.2306308,112276
physics.nist.gov,110575,272184,107173,2.461532896,47.7384038,120782
studentprivacy.ed.gov,110575,197334,78253,1.784616776,103.9537147,108874
ua.usembassy.gov,110575,246667,91862,2.230766448,110.9229392,119081
webapps.dol.gov,110575,464414,100368,4.199990956,111.2613972,113977
archive.epa.gov,108874,156506,113977,1.437496556,36.96865184,119081
ng.usembassy.gov,108874,153104,71448,1.406249426,97.3903595,107173
ramstein.af.mil,108874,165012,64644,1.515623565,125.6715377,108874
rulings.cbp.gov,108874,176920,57839,1.624997704,148.2496005,108874
smokefree.gov,108874,178621,88460,1.640621269,58.49984386,108874
worldview.earthdata.nasa.gov,108874,142897,74851,1.312498852,49.9686151,115678
www2a.cdc.gov,108874,326621,62943,2.999990815,121.5934199,103770
bhw.hrsa.gov,107173,272184,86759,2.539669506,120.0629916,108874
bts.gov,107173,267081,90161,2.492054902,82.31712278,105471
j1visa.state.gov,107173,372552,86759,3.476174036,285.760714,113977
knowva.ebenefits.va.gov,107173,139494,17012,1.301577823,195.8404542,105471
lk.usembassy.gov,107173,222851,61241,2.079357674,147.3803383,103770
plainlanguage.gov,107173,193931,91862,1.80951359,63.84100473,107173
www2.cdc.gov,107173,3977293,78253,37.11096078,978.5514915,125885
edi.nih.gov,105471,125885,91862,1.193550834,47.06470025,100368
oig.justice.gov,105471,256874,44230,2.435494117,110.3391359,110575
americanenglish.state.gov,103770,466116,85058,4.491818445,242.836658,102069
bja.ojp.gov,103770,285793,85058,2.754100414,157.9511998,96966
lb.usembassy.gov,103770,282391,62943,2.721316373,346.9352703,105471
msha.gov,103770,319817,78253,3.081979377,162.7544955,105471
spaceforce.mil,103770,270483,88460,2.60656259,123.0330828,102069
treasuryhunt.gov,103770,207541,95264,2.000009637,71.42640455,103770
trumpwhitehouse.archives.gov,103770,127586,91862,1.229507565,6.672149947,105471
aoprals.state.gov,102069,256874,71448,2.516670096,108.0834436,98667
dodig.mil,102069,130989,42529,1.283337742,108.6001039,102069
espanol.stopbullying.gov,102069,124184,98667,1.216667157,54.18338575,102069
waterwatch.usgs.gov,102069,229655,23816,2.249997551,110.1834445,102069
gpm.nasa.gov,100368,236460,83356,2.355930177,117.9490874,103770
mor.nlm.nih.gov,100368,2080508,18713,20.72879802,1077.558764,100368
nagb.gov,100368,217747,18713,2.16948629,65.77963096,100368
nhsc.hrsa.gov,100368,341931,78253,3.406773075,198.7287084,91862
oit.va.gov,100368,358943,81655,3.576269329,169.9151622,102069
simplereport.gov,100368,124184,17012,1.237286785,112.6948529,100368
bhwnextgen.hrsa.gov,98667,178621,59540,1.810341857,60.91366921,88460
hu.usembassy.gov,98667,185426,76552,1.879311219,144.7410786,98667
pmf.gov,98667,270483,69747,2.741372495,109.0514964,98667
save.uscis.gov,98667,762116,20414,7.724122554,174.6548086,93563
akastage-therealcost.betobaccofree.hhs.gov,96966,96966,96966,1,0,96966
datalab.usaspending.gov,96966,125885,78253,1.298238558,77.98216901,96966
gravelocator.cem.va.gov,96966,282391,73150,2.912268218,140.2626488,93563
nl.usembassy.gov,96966,148000,76552,1.52630819,98.35051461,96966
sandia.gov,96966,134391,76552,1.385960027,31.92970732,96966
yali.state.gov,96966,182023,64644,1.877183755,165.7362374,96966
cac.mil,95264,151402,85058,1.589288713,76.62539889,95264
ceac.state.gov,95264,651541,59540,6.839320205,502.3061702,103770
chem.nlm.nih.gov,95264,280690,90161,2.946443567,76.91111018,90161
exchanges.state.gov,95264,372552,93563,3.910732281,218.358278,96966
mcrdpi.marines.mil,95264,246667,56138,2.589299211,106.893412,93563
ro.usembassy.gov,95264,165012,85058,1.732154854,124.3042178,98667
af.usembassy.gov,93563,180322,64644,1.927278946,287.2555925,86759
cool.osd.mil,93563,105471,79954,1.127272533,51.18200571,93563
cu.usembassy.gov,93563,239862,88460,2.56364161,146.4369035,98667
index.va.gov,93563,187127,73150,2.000010688,125.0913609,71448
portal.gdc.cancer.gov,93563,134391,54437,1.436369078,95.80034843,85058
sa.usembassy.gov,93563,175219,86759,1.872738155,128.0004703,95264
search.nsf.gov,93563,112276,20414,1.200004275,35.56376987,56138
uz.usembassy.gov,93563,207541,73150,2.218195227,133.4186698,91862
ht.usembassy.gov,91862,217747,69747,2.370370774,193.5559535,95264
intern.nasa.gov,91862,119081,49333,1.29630315,98.815016,86759
iq.usembassy.gov,91862,185426,71448,2.018527792,125.2965535,88460
dz.usembassy.gov,90161,120782,71448,1.339625781,96.84910327,90161
glerl.noaa.gov,90161,255173,40828,2.830192655,22.11321968,90161
gsaelibrary.gsa.gov,90161,746806,45931,8.283027029,292.3208815,95264
ke.usembassy.gov,90161,165012,68046,1.830192655,173.0944089,86759
qpp.cms.gov,90161,416782,57839,4.622641719,356.4718448,91862
ug.usembassy.gov,90161,197334,66345,2.188684686,168.1510187,90161
uy.usembassy.gov,90161,212644,74851,2.358492031,206.0000887,83356
at.usembassy.gov,88460,119081,69747,1.346156455,134.172903,85058
educationusa.state.gov,88460,173517,83356,1.961530635,67.0191499,91862
aviationweather-cprk.ncep.noaa.gov,86759,96966,86759,1.117647737,3.666651298,86759
bd.usembassy.gov,86759,132690,66345,1.529409053,49.176316,86759
certify.sba.gov,86759,321518,39126,3.705874895,226.3130396,83356
cpars.gov,86759,115678,35724,1.333325649,124.7839302,86759
earthdata.nasa.gov,86759,149701,73150,1.72548093,127.4701991,69747
idcf.bls.gov,86759,1410255,62943,16.2548554,732.7428624,88460
landsat.gsfc.nasa.gov,86759,141196,73150,1.627450754,138.9995735,86759
recruiting.army.mil,86759,229655,71448,2.647045263,110.2349612,85058
tt.usembassy.gov,86759,124184,66345,1.431367351,153.9407093,85058
gab.usps.com,85058,142897,54437,1.679994827,191.5190576,69747
ge.usembassy.gov,85058,182023,71448,2.139986833,116.9594277,88460
history.nasa.gov,85058,112276,78253,1.319993416,21.33989748,83356
